eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
97,2016,5,15,,0,,14,Australia,12,Australasia & Oceania,Victoria,Fawkner,-37.698179,144.965079,1,0,,"05/15/2016: Assailants threw firebombs at the Imam Ali Islamic Centre in Fawkner, Victoria, Australia. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,87,Affiliated Institution,Imam Ali Islamic Centre,Shia Community Center,14,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebombs were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An Islamic center was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Police search for culprits behind the fire-bombing of Islamic community centre,"" Sydney Morning Herald, February 25, 2017.","""Attacks on Vic Islamic Centre probed,"" Herald Sun, January 30, 2017.","""Attacks on Islamic centre probed by arson and explosives squad,"" Herald Sun, January 30, 2017.",START Primary Collection,-9,-9,0,-9,
98,2016,5,18,,0,,14,Australia,12,Australasia & Oceania,Victoria,Geelong,-38.133743,144.333937,1,0,,"05/18/2016: Assailants set fire to a mosque in Geelong, Victoria, Australia. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources suggested that the mosque was targeted because the assailants mistook it for a church.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,Unknown,Mosque,14,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources posited that the mosque was targeted because the assailants believed it was a church.",0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A mosque was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Geelong's Muslims get prayer space after fire guts mosque,"" Melbourne Age, May 18, 2016.","""Church arsonist 'hit mosque by mistake',"" The Australian, May 18, 2016.","""Geelong mosque destroyed by suspicious fire; Islam 'not the target', police say,"" ABC Premium News (Australia), May 18, 2016.",START Primary Collection,-9,-9,0,-9,
99,2016,6,28,,0,,14,Australia,12,Australasia & Oceania,Western Australia,Perth,-32.053696,115.960731,1,0,,"06/28/2016: Assailants threw a petrol bomb at Thornlie Mosque in Perth, Western Australia state, Australia. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,Thornlie Mosque,Mosque,14,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that there was derogatory language regarding Islam spray-painted on the wall.",0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A petrol bomb was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An unspecified number of vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Firebomb explodes outside Perth mosque as hundreds pray,"" Al Jazeera, June 29, 2016.","""Australian Mosque Targeted With Fire Bomb,"" Outlook India, June 29, 2016.","""Suspected car bomb detonated outside Perth mosque as hundreds pray inside; No one injured in attack, which included anti-Islamic graffiti being sprayed on the fence outside the mosque in Thornlie in Perth's southern suburbs,"" The Guardian (London), June 28, 2016.",START Primary Collection,-9,-9,0,-9,
100,2016,7,24,,0,,14,Australia,12,Australasia & Oceania,Western Australia,Perth,-31.959414,115.873955,1,0,,"07/24/2016: Assailants set fire to the entrance of the 6PR radio station in Perth, Western Australia, Australia. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources noted that the attack may have been related to a radio discussion on Islam earlier that day.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,10,Journalists & Media,54,Radio Journalist/Staff/Facility,6PR Radio Station,Radio Station,14,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the attack may have been related to a radio discussion on Islam earlier that day.",0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),800,An office building was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Arson attack on Radio 6PR and WAtoday building,"" Melbourne Age, July 24, 2016.","""�Arson attack?at 6PR radio station,"" Perth Now, July 24, 2016.","""Perth radio station forced off air for 11 minutes by suspected arson attack,"" Guardian.co.uk, July 24, 2016.",START Primary Collection,-9,-9,0,-9,
101,2016,9,10,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Minto,-34.031804,150.850332,1,0,,"09/10/2016: An assailant stabbed and injured Wayne Greenhalg, a civilian, in Minto, New South Wales, Australia. Ihsas Khan claimed responsibility for the incident, and authorities suspected that the attack was inspired by the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Wayne Greenhalg,14,Australia,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"The specific motive is unknown; however, authorities suspected that the attack was inspired by the Islamic State of Iraq and the Levant (ISIL).",0,,,1,1,1,1,8,Personal claim,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,A hunting knife was used in the attack.,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""ISIS-inspired Australian stabber charged with terrorism, attempted murder,"" Jerusalem Post, September 11, 2016.","""Terrorism-inspired stabbing: Ihsas Khan made 'extensive admissions' to police, court hears,"" Australian Broadcasting Corporation (ABC) News, November 24, 2016.","""Australia: Sydney stabbing: Alleged terror attacker inspired by IS, police say,"" ABC Online, September 11, 2016.",START Primary Collection,-9,-9,0,-9,
102,2016,9,23,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Hobbys Yards,-33.694586,149.328405,1,0,,"09/23/2016: Assailants set fire to St. Peter's Uniting Church in Hobbys Yards, New South Wales, Australia. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86,Place of Worship,St. Peter's Uniting Church,Church,14,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,4,Unknown,-99,A church was set ablaze in this attack.,0,,,,,,,,,,,,,,,,,"""Church hit by fire,"" Blayney Chronicle, September 26, 2016.",,,START Primary Collection,-9,-9,0,-9,
103,2016,11,24,,0,,14,Australia,12,Australasia & Oceania,Victoria,Fawkner,-37.698036,144.965437,1,0,The incident occurred in the Fawkner suburb in the north of the city.,"11/24/2016: Assailants threw incendiary devices at the Imam Ali Islamic Center in Fawkner, north of Melbourne, Australia. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,87,Affiliated Institution,Imam Ali Islamic Center,Islamic Community Center,14,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebombs were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An Islamic center was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Three men face charges for IS-inspired arson attacks in Melbourne,"" Deutsche Presse-Agentur, August 20, 2017.","""Police search for culprits behind the fire-bombing of Islamic community centre,"" Sydney Morning Herald, February 25, 2017.","""Attacks on Vic Islamic Centre probed,"" Herald Sun, January 30, 2017.",START Primary Collection,-9,-9,0,-9,
104,2016,12,11,,0,,14,Australia,12,Australasia & Oceania,Victoria,Fawkner,-37.698082,144.964664,1,0,,"12/11/2016: Assailants threw an incendiary device at the Imam Ali Islamic Centre in Fawkner, Victoria, Australia. There were no reported casualties. No group claimed responsibility for the incident and while the specific motive is unknown, the words ""Islamic State"" were spray-painted on the building.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,87,Affiliated Institution,Imam Ali Islamic Centre,Religious Community Center,14,Australia,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, the words ""Islamic State"" were spray-painted on the building.",0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A firebomb was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,An Islamic center was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Three men face charges for IS-inspired arson attacks in Melbourne,"" Deutsche Presse-Agentur, August 20, 2017.","""Attacks on Vic Islamic Centre probed,"" Herald Sun, January 30, 2017.","""Islamic centre firebombed and tagged with ""Islamic State"" graffiti,"" Sydney Morning Herald, December 11, 2016.",START Primary Collection,-9,-9,0,-9,
105,2017,4,7,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Queanbeyan,-35.349304,149.244385,1,0,The incident occurred along Bungendore Road.,"04/07/2017: Two assailants stabbed and killed a service station worked on Bungendore Road, Queanbeyan, New South Wales, Australia. No group claimed responsibility for the incident; however, sources believe the attack was inspired by jihadi extremism, as the letters ""IS"" were discovered at the scene.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,1,Gas/Oil/Electric,Caltex Petroleum Australia Pty. Ltd.,Service Station Worker: Zeeshan Akbar,14,Australia,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"The specific motive is unknown; however, sources noted that the letters ""IS,"" likely referencing the Islamic State of Iraq and the Levant (ISIL), were discovered at the scene.",0,,,1,2,2,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Queanbeyan stabbing death: two teens charged with murder,"" The Guardian, April 7, 2017.","""Two teenagers arrested after fatal stabbing at Queanbeyan service station,"" The Sydney Morning Herald, April 7, 2017.",,START Primary Collection,-9,-9,0,-9,
106,2017,6,5,,0,,14,Australia,12,Australasia & Oceania,Victoria,Brighton,-37.906633,145.007628,1,0,The incident occurred on Bay street.,"06/05/2017: An assailants took a sex worker hostage at the Buckingham Serviced Apartments on Bay Street in Brighton, Victoria, Australia. At least two people, including the assailant, were killed and three Victoria Police officers were injured in the incident. The hostage was released a few hours later. Yacqub Khayre claimed responsibility and stated that he carried out the attack on behalf of the Islamic State of Iraq and the Levant (ISIL) and Al-Qaida.",1,1,1,0,,,0,1,0,5,Hostage Taking (Barricade Incident),,,,,3,Police,25,Police Security Forces/Officers,Victoria Police,Officers,14,Australia,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Sex Worker,45,Colombia,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Yacqub Khayre, claimed responsibility for the incident and stated that he carried out the attack on behalf of the Islamic State of Iraq and the Levant (ISIL) and Al-Qaida.",0,,,1,1,0,1,8,Personal claim,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,2,0,1,3,0,0,-9,,,,,1,1,0,2,,,,0,,,,,,5,Successful Rescue,1,"The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident; however, Khayre's connection to ISIL could not be confirmed. Furthermore, Khayre had previous been linked to Al-Shabaab. Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Australia police regard Melbourne attack as 'act of terrorism',"" Jerusalem Post, June 5, 2017.","""REFUGEE TO JIHAD,"" The Daily Telegraph (Australia), June 7, 2017.","""Weakling, deserter and a   jihadi   of convenience,"" The Australian, June 7, 2017.",START Primary Collection,-9,-9,1,1,
107,2017,7,15,,0,,14,Australia,12,Australasia & Oceania,New South Wales,Sydney,-33.934491,151.179691,1,0,,"07/15/2017: Assailants attempted to smuggle luggage containing two explosive devices onto an airplane at Sydney Airport in Sydney, Australia. After the luggage was refused by the airline for being overweight, the assailants left the airport and subsequently dismantled the devices. No group claimed responsibility for the incident; however, sources stated that the attempted attack was coordinated by the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0,,,0,0,1,3,Bombing/Explosion,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),Etihad Airways,Airplane,14,Australia,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,0,,,0,3,2,0,,,,,,,,,,6,Explosives,13,Suicide (carried bodily by human being),,,,,,,,,,,,,"Two explosive devices, including one hidden inside a meat grinder and another inside a Barbie doll, planted inside luggage were used in the attack.",0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Australian terror plan to hide plane bomb in Barbie revealed,"" BBC, August 21, 2017.","""Khaled Merhi pleads not guilty to weapons charge after Sydney 'bomb plot' raid,"" The Sydney Morning Herald, August 24, 2017.","""'Catastrophic': How Australia narrowly escaped two 'sophisticated bomb plots',"" The Sydney Morning Herald, August 5, 2017.",START Primary Collection,1,1,0,1,
108,2017,12,21,,0,,14,Australia,12,Australasia & Oceania,Victoria,Melbourne,-37.8182,144.965,1,0,The incident occurred along Flinders street.,"12/21/2017: An assailant in a vehicle ran over pedestrians along Flinders Street and the Yarra River in Melbourne, Australia. At least one person was killed and 18 other people, including the assailant, were injured in the attack. Saeed Noori, identified as a Muslim extremist, claimed responsibility and stated that he carried out the incident in retaliation for the ""mistreatment of Muslims.""",1,1,1,1,4,Lack of Intentionality,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,14,Australia,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,999,Multinational,,,,,,,,,Muslim extremists,,,,,,"An unaffiliated individual, identified as Saeed Noori, claimed responsibility for the incident and stated that the attack was carried out in retaliation for the ""mistreatment of Muslims.""",0,,,1,1,1,1,8,Personal claim,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A white Suzuki SUV was used in the attack.,1,0,0,18,0,1,0,,,,,0,,,,,,,,,,,,,,,,"The victims also included tourists and civilians from China, India, Ireland, Italy, New Zealand, South Korea, and Venezuela. Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here. There is doubt that this incident meets terrorism-related criteria. Sources noted that Noori suffers from ""serious mental illness and drug abuse.""","""World Briefs: Melbourne car attack victim dies,"" Straits Times, December 30, 2017.","""AUSTRALIA INCIDENT - Melbourne attack has no links to terrorism, Turnbull says,"" EFE, December 22, 2017.","""As it happened: Melbourne CBD attack day two,"" The Age, Victoria, December 22, 2017.",START Primary Collection,-9,-9,1,1,
